trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
176,False,"{'a': 0.00299815767, 'e': 0.5899746259214455}",20,7,-67.25333700658689,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
177,False,"{'a': 0.00299815767, 'e': 0.5882084379496552}",20,0,-29.591226566856093,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
178,False,"{'a': 0.00299815767, 'e': 0.5864475373577193}",25,0,-60.1749144608161,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
179,False,"{'a': 0.00299815767, 'e': 0.5846919083169796}",25,7,-27.801748346894374,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
180,False,"{'a': 0.00299815767, 'e': 0.5829415350461635}",25,3,5.28220972111037,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
181,False,"{'a': 0.00299815767, 'e': 0.5811964018112428}",20,6,-30.31287341792306,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.00299815767, 'e': 0.5794564929252909}",20,0,-53.29531352226951,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
183,False,"{'a': 0.00299815767, 'e': 0.5777217927483435}",20,15,1.0662898095615354,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.00299815767, 'e': 0.5759922856872566}",30,3,-46.397318142814626,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 1}",1
185,False,"{'a': 0.00299815767, 'e': 0.574267956195567}",20,0,-86.60588305068126,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
186,False,"{'a': 0.00299815767, 'e': 0.5725487887733528}",20,2,-47.3111960929745,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
187,False,"{'a': 0.00299815767, 'e': 0.5708347679670932}",20,0,-71.69102004584299,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
188,False,"{'a': 0.00299815767, 'e': 0.5691258783695303}",20,0,-52.84410364194969,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
189,False,"{'a': 0.00299815767, 'e': 0.5674221046195307}",20,0,-12.15928724223348,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
190,False,"{'a': 0.00299815767, 'e': 0.5657234314019466}",25,9,-92.4085713089722,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 2}",1
191,False,"{'a': 0.00299815767, 'e': 0.564029843447479}",25,0,-100.60221641480291,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
192,False,"{'a': 0.00299815767, 'e': 0.5623413255325402}",30,5,-7.489400521212866,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.00299815767, 'e': 0.5606578624791165}",20,0,-73.73273580737988,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
194,False,"{'a': 0.00299815767, 'e': 0.5589794391546326}",25,0,-21.878745757559543,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
195,False,"{'a': 0.00299815767, 'e': 0.5573060404718145}",30,0,-33.11556601431241,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
196,False,"{'a': 0.00299815767, 'e': 0.5556376513885551}",30,8,-46.220906418959366,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
197,False,"{'a': 0.00299815767, 'e': 0.553974256907778}",20,0,0.37331813063945885,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
198,False,"{'a': 0.00299815767, 'e': 0.5523158420773032}",30,12,-18.16308733814114,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.00299815767, 'e': 0.5506623919897123}",20,15,10.993403169636142,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.00299815767, 'e': 0.5490138917822154}",20,8,-28.63076902970237,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.00299815767, 'e': 0.547370326636516}",20,0,-32.187417474085905,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
202,False,"{'a': 0.00299815767, 'e': 0.5457316817786791}",30,0,-124.76210544198959,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
203,False,"{'a': 0.00299815767, 'e': 0.5440979424789983}",30,0,-34.176637456662604,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
204,False,"{'a': 0.00299815767, 'e': 0.5424690940518624}",20,11,-32.68217603359194,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 0}",1
205,False,"{'a': 0.00299815767, 'e': 0.5408451218556244}",30,17,-27.84373680168212,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.00299815767, 'e': 0.5392260112924693}",30,0,-64.26320130074586,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
207,False,"{'a': 0.00299815767, 'e': 0.5376117478082834}",20,4,-13.670800531357079,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
208,False,"{'a': 0.00299815767, 'e': 0.536002316892523}",20,6,-89.52765440160091,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 1}",1
209,False,"{'a': 0.00299815767, 'e': 0.5343977040780842}",25,19,9.329248941347496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.00299815767, 'e': 0.5327978949411727}",20,0,-69.43924371361712,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
211,False,"{'a': 0.00299815767, 'e': 0.5312028751011744}",35,0,-142.26985210783377,"{0: 24, 1: 2, 2: 6, 3: 1, 4: 2}",0
212,False,"{'a': 0.00299815767, 'e': 0.5296126302205258}",20,0,-75.96200958979759,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
213,False,"{'a': 0.00299815767, 'e': 0.5280271460045856}",25,0,-98.2987384924672,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
214,False,"{'a': 0.00299815767, 'e': 0.5264464082015056}",20,13,2.547542672853954,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.00299815767, 'e': 0.5248704026021029}",25,0,3.239393496232831,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
216,False,"{'a': 0.00299815767, 'e': 0.5232991150397324}",20,0,-57.95352857837581,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
217,False,"{'a': 0.00299815767, 'e': 0.5217325313901591}",20,0,-4.153855694064472,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
218,False,"{'a': 0.00299815767, 'e': 0.5201706375714312}",25,0,-87.69191433148436,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
219,False,"{'a': 0.00299815767, 'e': 0.5186134195437537}",35,23,15.851704760201462,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.00299815767, 'e': 0.5170608633093621}",25,0,-48.07819200249369,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
221,False,"{'a': 0.00299815767, 'e': 0.5155129549123963}",20,0,-76.5448700587251,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
222,False,"{'a': 0.00299815767, 'e': 0.5139696804387759}",20,4,-2.9211645208447723,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.00299815767, 'e': 0.5124310260160742}",30,0,-170.11723891045554,"{0: 21, 1: 2, 2: 2, 3: 2, 4: 3}",0
224,False,"{'a': 0.00299815767, 'e': 0.5108969778133939}",20,16,6.224804636890118,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.00299815767, 'e': 0.5093675220412431}",20,0,6.279528878976661,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.00299815767, 'e': 0.5078426449514111}",25,8,-10.962985747108423,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
227,False,"{'a': 0.00299815767, 'e': 0.5063223328368444}",25,0,-51.36276272328359,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",1
228,False,"{'a': 0.00299815767, 'e': 0.504806572031524}",25,14,-7.134567475598628,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.00299815767, 'e': 0.5032953489103428}",20,13,12.52864977683016,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.00299815767, 'e': 0.5017886498889821}",20,0,-7.306106250831837,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
231,False,"{'a': 0.00299815767, 'e': 0.5002864614237907}",25,3,-45.39472637985581,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
232,False,"{'a': 0.00299815767, 'e': 0.4987887700116623}",20,0,-78.97567714750085,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
233,False,"{'a': 0.00299815767, 'e': 0.49729556218991444}",25,0,-145.335927810351,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
234,False,"{'a': 0.00299815767, 'e': 0.4958068245361675}",30,0,-40.593772691912974,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
235,False,"{'a': 0.00299815767, 'e': 0.494322543668224}",30,0,-70.65487525559212,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
236,False,"{'a': 0.00299815767, 'e': 0.4928427062439483}",20,3,-112.59021377024642,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 3}",1
237,False,"{'a': 0.00299815767, 'e': 0.4913672989611467}",30,0,-25.682551012867343,"{0: 24, 1: 4, 2: 0, 3: 2, 4: 0}",0
238,False,"{'a': 0.00299815767, 'e': 0.4898963085574479}",25,0,-67.63559540827032,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
239,False,"{'a': 0.00299815767, 'e': 0.48842972181018357}",25,11,-33.06964927045834,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.00299815767, 'e': 0.48696752553626976}",20,0,14.97352063350247,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.00299815767, 'e': 0.4855097065920883}",20,0,0.24433224996494918,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.00299815767, 'e': 0.4840562518733687}",20,0,-28.803896779973908,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
243,False,"{'a': 0.00299815767, 'e': 0.4826071483150701}",20,9,-24.27492753951477,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
244,False,"{'a': 0.00299815767, 'e': 0.4811623828912643}",20,4,-81.36340411389662,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 1}",1
245,False,"{'a': 0.00299815767, 'e': 0.4797219426150181}",20,0,-6.033425973403316,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
246,False,"{'a': 0.00299815767, 'e': 0.4782858145382772}",25,6,-23.603471880192604,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
247,False,"{'a': 0.00299815767, 'e': 0.47685398575174914}",20,0,21.518135203648047,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.00299815767, 'e': 0.4754264433847879}",20,5,-65.4772782174435,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
249,False,"{'a': 0.00299815767, 'e': 0.4740031746052776}",20,7,-49.51966965683041,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
250,False,"{'a': 0.00299815767, 'e': 0.4725841666195177}",20,14,9.839695928994674,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.00299815767, 'e': 0.47116940667210755}",30,0,-38.06760773796009,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
252,False,"{'a': 0.00299815767, 'e': 0.4697588820458321}",20,0,-37.90382315605225,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
253,False,"{'a': 0.00299815767, 'e': 0.46835258006154734}",30,0,-23.313026262829702,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
254,False,"{'a': 0.00299815767, 'e': 0.46695048807806633}",35,0,-60.06608475334447,"{0: 31, 1: 0, 2: 2, 3: 0, 4: 2}",0
255,False,"{'a': 0.00299815767, 'e': 0.4655525934920458}",20,7,-73.46749091093452,"{0: 8, 1: 2, 2: 0, 3: 2, 4: 1}",1
256,False,"{'a': 0.00299815767, 'e': 0.46415888373787256}",30,0,-91.04939144827006,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
257,False,"{'a': 0.00299815767, 'e': 0.46276934628755073}",35,0,-129.29364695377583,"{0: 26, 1: 1, 2: 4, 3: 2, 4: 2}",0
258,False,"{'a': 0.00299815767, 'e': 0.46138396865058917}",25,0,-44.78350422599294,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
259,False,"{'a': 0.00299815767, 'e': 0.46000273837388905}",25,0,-122.0544559288431,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
260,False,"{'a': 0.00299815767, 'e': 0.45862564304163195}",20,0,-68.14972225879248,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
261,False,"{'a': 0.00299815767, 'e': 0.4572526702751683}",20,0,-46.830583535561885,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
262,False,"{'a': 0.00299815767, 'e': 0.45588380773290615}",20,0,2.996840601558218,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
263,False,"{'a': 0.00299815767, 'e': 0.45451904311020014}",20,0,-103.82771638484245,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
264,False,"{'a': 0.00299815767, 'e': 0.4531583641392408}",35,0,-101.00219571149525,"{0: 26, 1: 4, 2: 2, 3: 1, 4: 2}",0
265,False,"{'a': 0.00299815767, 'e': 0.4518017585889448}",25,7,16.21274776192352,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.00299815767, 'e': 0.450449214264844}",25,15,-7.416595141204241,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.00299815767, 'e': 0.4491007190089771}",25,0,-54.312082681987775,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
268,False,"{'a': 0.00299815767, 'e': 0.44775626069977914}",30,0,-111.29197758454046,"{0: 22, 1: 0, 2: 4, 3: 3, 4: 1}",0
269,False,"{'a': 0.00299815767, 'e': 0.4464158272519735}",30,18,15.175415451554018,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.00299815767, 'e': 0.44507940661646256}",35,0,-82.57958900022874,"{0: 25, 1: 2, 2: 5, 3: 3, 4: 0}",0
271,False,"{'a': 0.00299815767, 'e': 0.44374698678021995}",25,7,16.950889662194673,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.00299815767, 'e': 0.4424185557661821}",30,15,7.306189981779332,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.00299815767, 'e': 0.441094101633141}",20,16,7.812807565820623,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.00299815767, 'e': 0.4397736124756364}",30,0,-45.0838892449146,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
275,False,"{'a': 0.00299815767, 'e': 0.4384570764238492}",20,9,4.155120306785941,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.00299815767, 'e': 0.4371444816434946}",30,19,-59.30685588257243,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
277,False,"{'a': 0.00299815767, 'e': 0.4358358163357157}",20,0,-81.6299786104614,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
278,False,"{'a': 0.00299815767, 'e': 0.4345310687369774}",20,0,-14.71080722972735,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
279,False,"{'a': 0.00299815767, 'e': 0.4332302271189607}",20,0,-28.113630661952094,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
280,False,"{'a': 0.00299815767, 'e': 0.43193327978845747}",20,4,15.378943321717422,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.00299815767, 'e': 0.4306402150872649}",25,0,-14.28613278068019,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
282,False,"{'a': 0.00299815767, 'e': 0.42935102139208114}",20,1,-0.8171599076072269,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.00299815767, 'e': 0.42806568711440063}",25,0,-70.33540436777335,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
284,False,"{'a': 0.00299815767, 'e': 0.4267842007004099}",25,1,14.1177674699716,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.00299815767, 'e': 0.4255065506308838}",20,0,-10.106411964885968,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
286,False,"{'a': 0.00299815767, 'e': 0.42423272542108176}",20,0,-53.05550173736452,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
287,False,"{'a': 0.00299815767, 'e': 0.42296271362064497}",25,3,-5.702469611564629,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
288,False,"{'a': 0.00299815767, 'e': 0.42169650381349294}",20,7,2.007122946330063,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.00299815767, 'e': 0.42043408461772136}",25,0,-16.524333785318056,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
290,False,"{'a': 0.00299815767, 'e': 0.41917544468549933}",30,0,-76.72859037273011,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",1
291,False,"{'a': 0.00299815767, 'e': 0.41792057270296773}",20,15,-11.83317962720106,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
292,False,"{'a': 0.00299815767, 'e': 0.41666945739013733}",20,1,-15.513997498020332,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
293,False,"{'a': 0.00299815767, 'e': 0.4154220875007875}",20,0,18.07680911249288,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
294,False,"{'a': 0.00299815767, 'e': 0.41417845182236496}",25,15,18.979167173386926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.00299815767, 'e': 0.41293853917588313}",25,10,-7.224185516553712,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
296,False,"{'a': 0.00299815767, 'e': 0.4117023384158216}",35,0,-12.059007516299266,"{0: 30, 1: 1, 2: 3, 3: 1, 4: 0}",0
297,False,"{'a': 0.00299815767, 'e': 0.410469838430026}",30,4,-55.351453194082666,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 2}",1
298,False,"{'a': 0.00299815767, 'e': 0.40924102813960794}",25,2,-54.573120663862866,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
299,False,"{'a': 0.00299815767, 'e': 0.4080158964988457}",25,14,-67.04332510125045,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
300,False,"{'a': 0.00299815767, 'e': 0.4067944324950845}",30,0,8.663685048444991,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
301,False,"{'a': 0.00299815767, 'e': 0.4055766251486382}",25,2,4.580558909855828,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
302,False,"{'a': 0.00299815767, 'e': 0.4043624635126898}",25,5,12.430534785396903,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.00299815767, 'e': 0.40315193667319366}",20,0,-19.578122814672064,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
304,False,"{'a': 0.00299815767, 'e': 0.4019450337487771}",25,10,16.181409744778406,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.00299815767, 'e': 0.40074174389064265}",20,3,-50.46184442821151,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
306,False,"{'a': 0.00299815767, 'e': 0.3995420562824706}",25,8,25.138358455046003,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.00299815767, 'e': 0.39834596014032153}",25,14,-10.578677182776678,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
308,False,"{'a': 0.00299815767, 'e': 0.39715344471253977}",20,0,-101.2349525213352,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
309,False,"{'a': 0.00299815767, 'e': 0.39596449927965643}",25,0,-8.961280249850194,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
310,False,"{'a': 0.00299815767, 'e': 0.39477911315429315}",30,7,13.194035119391842,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.00299815767, 'e': 0.39359727568106595}",20,0,14.390318804794662,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
312,False,"{'a': 0.00299815767, 'e': 0.3924189762364897}",35,8,-48.61937453417258,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 1}",1
313,False,"{'a': 0.00299815767, 'e': 0.3912442042288823}",25,0,-21.497180998681046,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
314,False,"{'a': 0.00299815767, 'e': 0.39007294909826973}",20,0,-40.047700333452774,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
315,False,"{'a': 0.00299815767, 'e': 0.388905200316291}",20,0,-57.40654529413732,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
316,False,"{'a': 0.00299815767, 'e': 0.3877409473861035}",20,2,-10.768101412427171,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
317,False,"{'a': 0.00299815767, 'e': 0.38658017984228865}",20,6,-41.917490224221815,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
318,False,"{'a': 0.00299815767, 'e': 0.38542288725075796}",30,1,-17.687819317443164,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
319,False,"{'a': 0.00299815767, 'e': 0.38426905920865906}",25,7,-25.96515638215541,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
320,False,"{'a': 0.00299815767, 'e': 0.3831186853442823}",20,0,14.701310909737533,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.00299815767, 'e': 0.38197175531696737}",25,0,-130.02106052655205,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
322,False,"{'a': 0.00299815767, 'e': 0.38082825881701066}",20,0,-54.744869327924,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
323,False,"{'a': 0.00299815767, 'e': 0.3796881855655722}",30,20,16.129103796635512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.00299815767, 'e': 0.3785515253145836}",30,15,25.80530859754298,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.00299815767, 'e': 0.3774182678466556}",20,0,-63.54835049121107,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",1
326,False,"{'a': 0.00299815767, 'e': 0.3762884029749866}",20,0,-31.46072372861525,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
327,False,"{'a': 0.00299815767, 'e': 0.37516192054327085}",25,8,-69.98001194606226,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
328,False,"{'a': 0.00299815767, 'e': 0.3740388104256071}",25,0,-9.789735729305654,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
329,False,"{'a': 0.00299815767, 'e': 0.3729190625264077}",35,16,13.37907631919424,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.00299815767, 'e': 0.37180266678030804}",20,8,-61.942698472369756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
331,False,"{'a': 0.00299815767, 'e': 0.37068961315207566}",25,0,-27.758541815347634,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
332,False,"{'a': 0.00299815767, 'e': 0.3695798916365202}",25,11,-26.196768755728073,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.00299815767, 'e': 0.36847349225840376}",25,0,-14.660573164462932,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
334,False,"{'a': 0.00299815767, 'e': 0.36737040507235075}",20,4,3.014467914916023,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
335,False,"{'a': 0.00299815767, 'e': 0.36627062016275885}",20,9,-1.3369594418072461,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
336,False,"{'a': 0.00299815767, 'e': 0.3651741276437098}",20,0,-119.95349403398579,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
337,False,"{'a': 0.00299815767, 'e': 0.3640809176588804}",20,5,13.529553977882665,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.00299815767, 'e': 0.362990980381454}",20,0,-41.89316895596406,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
339,False,"{'a': 0.00299815767, 'e': 0.3619043060140322}",25,14,7.42452624407834,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.00299815767, 'e': 0.3608208847885468}",20,0,-46.52006721883181,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
341,False,"{'a': 0.00299815767, 'e': 0.35974070696617194}",30,0,-130.63872327746512,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
342,False,"{'a': 0.00299815767, 'e': 0.35866376283723644}",20,0,-35.832930124561635,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
343,False,"{'a': 0.00299815767, 'e': 0.3575900427211369}",20,0,30.006494256536776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.00299815767, 'e': 0.35651953696625016}",35,13,15.707249498714505,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.00299815767, 'e': 0.35545223594984704}",25,3,-11.86458731932423,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
346,False,"{'a': 0.00299815767, 'e': 0.3543881300780054}",20,3,3.448242777860895,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.00299815767, 'e': 0.35332720978552423}",25,13,2.2420895770025373,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.00299815767, 'e': 0.35226946553583766}",25,0,-49.89321111903237,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
349,False,"{'a': 0.00299815767, 'e': 0.35121488782092886}",20,0,35.94297831286266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.00299815767, 'e': 0.35016346716124513}",25,16,10.743058082635347,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.00299815767, 'e': 0.3491151941056122}",30,0,-40.043471899703995,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
352,False,"{'a': 0.00299815767, 'e': 0.34807005923114953}",35,16,22.35923177525578,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
